time,x,y,z,gforce
5.024,0.081,0.712,0.707,1.007
5.024,0.078,0.710,0.714,1.010
5.028,0.074,0.708,0.723,1.015
5.028,0.068,0.707,0.731,1.019
5.031,0.063,0.706,0.738,1.023
5.033,0.059,0.705,0.744,1.027
5.035,0.059,0.706,0.749,1.030
5.040,0.062,0.709,0.751,1.035
5.040,0.068,0.716,0.754,1.042
5.042,0.076,0.726,0.755,1.050
5.045,0.083,0.734,0.755,1.056
5.048,0.091,0.739,0.756,1.061
5.050,0.100,0.746,0.756,1.067
5.052,0.107,0.751,0.757,1.072
5.055,0.113,0.755,0.761,1.078
5.058,0.120,0.759,0.767,1.085
5.060,0.123,0.763,0.769,1.091
5.062,0.125,0.766,0.769,1.093
5.072,0.125,0.769,0.766,1.093
5.073,0.123,0.770,0.764,1.091
5.073,0.118,0.770,0.761,1.089
5.073,0.111,0.770,0.756,1.085
5.076,0.106,0.768,0.752,1.080
5.076,0.102,0.766,0.748,1.075
5.079,0.096,0.762,0.741,1.067
5.081,0.091,0.760,0.735,1.061
5.084,0.088,0.759,0.731,1.057
5.087,0.084,0.757,0.731,1.055
5.089,0.077,0.754,0.730,1.052
5.091,0.070,0.752,0.730,1.050
5.093,0.063,0.750,0.732,1.050
5.097,0.057,0.748,0.735,1.050
5.099,0.052,0.746,0.738,1.051
5.101,0.048,0.743,0.739,1.049
5.106,0.047,0.741,0.738,1.047
5.107,0.046,0.739,0.736,1.045
5.107,0.046,0.738,0.735,1.042
5.110,0.046,0.737,0.728,1.037
5.112,0.048,0.736,0.718,1.029
5.115,0.049,0.736,0.711,1.024
5.117,0.048,0.739,0.707,1.024
5.130,0.049,0.739,0.702,1.021
5.130,0.050,0.739,0.694,1.015
5.130,0.054,0.738,0.687,1.010
5.131,0.059,0.735,0.680,1.003
5.131,0.064,0.733,0.675,0.999
5.131,0.069,0.732,0.672,0.997
5.135,0.073,0.731,0.668,0.993
5.137,0.074,0.730,0.664,0.989
5.138,0.075,0.728,0.663,0.988
5.141,0.076,0.726,0.664,0.987
5.144,0.076,0.725,0.666,0.988
5.147,0.075,0.725,0.668,0.989
5.149,0.076,0.726,0.668,0.989
5.151,0.078,0.723,0.666,0.986
5.154,0.079,0.720,0.663,0.982
5.156,0.080,0.721,0.664,0.983
5.158,0.082,0.720,0.666,0.984
5.161,0.084,0.721,0.667,0.985
5.163,0.086,0.721,0.667,0.986
5.166,0.088,0.720,0.667,0.985
5.168,0.089,0.719,0.664,0.982
5.171,0.089,0.719,0.662,0.981
5.173,0.089,0.719,0.662,0.982
5.176,0.089,0.720,0.660,0.981
5.178,0.090,0.720,0.658,0.980
5.181,0.091,0.721,0.658,0.980
5.183,0.093,0.721,0.658,0.981
5.185,0.096,0.720,0.659,0.981
5.188,0.098,0.719,0.659,0.980
5.191,0.100,0.717,0.656,0.977
5.192,0.102,0.717,0.653,0.975
5.195,0.102,0.716,0.653,0.974
5.198,0.103,0.716,0.651,0.973
5.200,0.102,0.716,0.648,0.971
5.202,0.101,0.715,0.643,0.967
5.205,0.100,0.715,0.637,0.963
5.207,0.102,0.718,0.632,0.962
5.209,0.106,0.721,0.631,0.964
5.211,0.108,0.722,0.632,0.966
5.215,0.109,0.721,0.634,0.966
5.217,0.112,0.721,0.637,0.968
5.226,0.116,0.720,0.642,0.972
5.226,0.118,0.720,0.647,0.975
5.226,0.121,0.720,0.652,0.979
5.226,0.122,0.720,0.656,0.981
5.228,0.121,0.722,0.658,0.984
5.231,0.122,0.725,0.657,0.986
5.233,0.126,0.727,0.658,0.988
5.245,0.132,0.733,0.663,0.997
5.245,0.143,0.743,0.670,1.011
5.245,0.155,0.752,0.680,1.026
5.245,0.169,0.761,0.688,1.040
5.246,0.182,0.770,0.694,1.052
5.248,0.193,0.776,0.699,1.062
5.250,0.205,0.780,0.699,1.067
5.252,0.217,0.782,0.698,1.071
5.256,0.227,0.787,0.694,1.074
5.257,0.238,0.798,0.683,1.077
5.259,0.251,0.816,0.679,1.091
5.263,0.261,0.845,0.689,1.120
5.266,0.266,0.871,0.702,1.150
5.268,0.266,0.892,0.699,1.164
5.269,0.261,0.915,0.684,1.172
5.273,0.257,0.943,0.670,1.185
5.274,0.252,0.978,0.656,1.205
5.277,0.242,1.020,0.647,1.232
5.280,0.226,1.067,0.628,1.258
5.282,0.209,1.119,0.589,1.281
5.284,0.196,1.171,0.538,1.303
5.286,0.183,1.227,0.483,1.332
5.289,0.164,1.289,0.426,1.367
5.293,0.140,1.355,0.360,1.409
5.293,0.116,1.428,0.275,1.459
5.297,0.094,1.506,0.172,1.519
5.298,0.075,1.585,0.050,1.588
5.302,0.063,1.663,-0.093,1.667
5.306,0.074,1.736,-0.263,1.758
5.321,0.104,1.803,-0.481,1.869
5.321,0.143,1.865,-0.733,2.009
5.321,0.193,1.918,-0.999,2.171
5.322,0.256,1.966,-1.286,2.364
5.322,0.342,2.013,-1.593,2.590
5.323,0.452,2.053,-1.915,2.843
5.323,0.584,2.080,-2.232,3.106
5.324,0.755,2.078,-2.505,3.341
5.330,0.900,2.082,-2.729,3.549
5.331,0.972,2.120,-2.945,3.757
5.331,1.030,2.160,-3.159,3.963
5.331,1.105,2.176,-3.347,4.143
5.344,1.184,2.167,-3.479,4.266
5.345,1.248,2.135,-3.538,4.317
5.345,1.323,2.059,-3.547,4.310
5.345,1.428,1.927,-3.491,4.236
5.345,1.550,1.752,-3.350,4.085
5.347,1.671,1.548,-3.135,3.875
5.349,1.776,1.323,-2.839,3.601
5.352,1.861,1.085,-2.458,3.269
5.354,1.929,0.842,-2.019,2.917
5.356,1.977,0.594,-1.562,2.589
5.358,2.006,0.343,-1.097,2.312
5.361,2.029,0.086,-0.606,2.120
5.364,2.059,-0.176,-0.119,2.070
5.366,2.032,-0.444,0.316,2.103
5.368,1.897,-0.732,0.795,2.183
5.371,1.706,-1.032,1.425,2.451
5.373,1.487,-1.312,2.167,2.937
5.375,1.283,-1.578,2.970,3.599
5.378,1.156,-1.837,3.801,4.378
5.381,1.066,-2.102,4.624,5.190
5.383,0.936,-2.386,5.426,6.001
5.385,0.758,-2.649,6.199,6.783
5.389,0.510,-2.866,6.936,7.522
5.390,0.177,-3.018,7.591,8.171
5.392,-0.203,-3.095,7.943,8.527
5.395,-0.604,-3.114,7.999,8.605
5.398,-0.980,-3.105,7.999,8.636
5.400,-1.280,-3.079,7.999,8.666
5.402,-1.489,-3.043,7.999,8.686
5.406,-1.608,-2.980,7.850,8.549
5.408,-1.668,-2.869,7.314,8.032
5.409,-1.682,-2.707,6.481,7.222
5.412,-1.650,-2.510,5.561,6.321
5.415,-1.567,-2.285,4.621,5.388
5.417,-1.412,-2.037,3.735,4.483
5.424,-1.192,-1.778,2.963,3.655
5.425,-0.917,-1.513,2.277,2.884
5.425,-0.612,-1.245,1.622,2.134
5.426,-0.301,-0.973,0.984,1.416
5.429,0.001,-0.703,0.380,0.799
5.431,0.259,-0.426,-0.175,0.529
5.433,0.459,-0.140,-0.679,0.831
5.442,0.610,0.144,-1.135,1.296
5.443,0.720,0.423,-1.539,1.751
5.443,0.790,0.688,-1.889,2.160
5.443,0.832,0.930,-2.186,2.517
5.445,0.851,1.142,-2.427,2.814
5.448,0.848,1.315,-2.604,3.038
5.449,0.830,1.447,-2.726,3.196
5.452,0.819,1.544,-2.794,3.295
5.455,0.814,1.611,-2.794,3.326
5.457,0.799,1.655,-2.729,3.290
5.460,0.782,1.675,-2.604,3.193
5.461,0.761,1.672,-2.426,3.043
5.464,0.735,1.653,-2.206,2.853
5.466,0.709,1.620,-1.957,2.637
5.469,0.678,1.575,-1.682,2.403
5.471,0.647,1.520,-1.400,2.166
5.474,0.615,1.460,-1.121,1.941
5.476,0.580,1.399,-0.848,1.735
5.478,0.545,1.337,-0.578,1.555
5.481,0.503,1.278,-0.312,1.409
5.484,0.452,1.221,-0.057,1.303
5.487,0.399,1.163,0.186,1.244
5.489,0.347,1.106,0.411,1.230
5.490,0.301,1.054,0.616,1.258
5.493,0.262,1.007,0.797,1.311
5.495,0.230,0.964,0.950,1.372
5.499,0.201,0.923,1.077,1.433
5.500,0.171,0.889,1.184,1.491
5.504,0.128,0.863,1.268,1.539
5.505,0.094,0.839,1.332,1.578
5.508,0.091,0.813,1.385,1.608
5.510,0.109,0.786,1.420,1.627
5.512,0.121,0.761,1.439,1.632
5.515,0.115,0.748,1.445,1.631
5.517,0.094,0.745,1.444,1.628
5.521,0.069,0.749,1.436,1.621
5.522,0.049,0.756,1.422,1.611
5.525,0.035,0.759,1.400,1.592
5.527,0.021,0.756,1.372,1.567
5.529,0.002,0.747,1.344,1.537
5.532,-0.023,0.734,1.316,1.507
5.534,-0.052,0.718,1.287,1.475
5.537,-0.082,0.703,1.257,1.442
5.539,-0.117,0.688,1.232,1.416
5.541,-0.154,0.674,1.217,1.399
5.544,-0.189,0.661,1.209,1.391
5.550,-0.222,0.650,1.205,1.387
5.550,-0.252,0.639,1.203,1.386
5.551,-0.280,0.625,1.204,1.385
5.554,-0.304,0.612,1.205,1.385
5.557,-0.324,0.601,1.206,1.386
5.558,-0.340,0.592,1.208,1.387
5.560,-0.352,0.587,1.210,1.390
5.563,-0.363,0.583,1.211,1.392
5.565,-0.372,0.579,1.211,1.393
5.567,-0.376,0.579,1.211,1.394
5.570,-0.378,0.580,1.209,1.393
5.572,-0.375,0.583,1.207,1.392
5.575,-0.367,0.589,1.205,1.390
5.577,-0.357,0.593,1.205,1.390
5.580,-0.345,0.597,1.206,1.390
5.582,-0.331,0.602,1.204,1.386
5.584,-0.315,0.607,1.197,1.379
5.587,-0.296,0.611,1.186,1.366
5.589,-0.274,0.616,1.170,1.350
5.592,-0.250,0.622,1.153,1.334
5.594,-0.224,0.632,1.136,1.319
5.597,-0.199,0.645,1.120,1.307
5.599,-0.174,0.656,1.103,1.296
5.601,-0.151,0.668,1.082,1.281
5.604,-0.130,0.678,1.053,1.260
5.606,-0.113,0.683,1.021,1.233
5.609,-0.098,0.683,0.986,1.204
5.611,-0.085,0.680,0.949,1.171
5.614,-0.074,0.678,0.912,1.138
5.616,-0.065,0.678,0.877,1.110
5.619,-0.057,0.677,0.844,1.083
5.623,-0.051,0.678,0.812,1.059
5.623,-0.044,0.679,0.783,1.037
5.626,-0.039,0.680,0.758,1.020
5.628,-0.037,0.679,0.738,1.004
5.630,-0.036,0.676,0.721,0.989
5.633,-0.035,0.672,0.709,0.977
5.635,-0.035,0.666,0.703,0.969
5.638,-0.033,0.664,0.697,0.963
5.640,-0.029,0.662,0.692,0.959
5.642,-0.025,0.660,0.688,0.954
5.645,-0.018,0.659,0.687,0.952
5.648,-0.008,0.660,0.689,0.954
5.650,0.004,0.660,0.693,0.957
5.652,0.016,0.661,0.700,0.963
5.655,0.028,0.664,0.705,0.969
5.657,0.042,0.666,0.709,0.974
5.659,0.055,0.668,0.713,0.978
5.662,0.066,0.668,0.715,0.981
5.664,0.075,0.667,0.720,0.984
5.666,0.084,0.665,0.724,0.986
5.669,0.091,0.664,0.725,0.987
5.671,0.098,0.667,0.725,0.990
5.674,0.106,0.671,0.726,0.994
5.677,0.116,0.673,0.726,0.996
5.678,0.125,0.674,0.724,0.997
5.681,0.136,0.675,0.718,0.995
5.683,0.146,0.675,0.705,0.987
5.688,0.153,0.675,0.687,0.975
5.688,0.160,0.674,0.670,0.963
5.690,0.165,0.674,0.657,0.955
5.693,0.168,0.675,0.648,0.950
5.696,0.169,0.675,0.641,0.946
5.698,0.171,0.676,0.632,0.941
5.701,0.171,0.675,0.622,0.934
5.706,0.170,0.674,0.610,0.925
5.706,0.172,0.672,0.595,0.914
5.707,0.174,0.670,0.583,0.905
5.710,0.174,0.669,0.573,0.898
5.712,0.174,0.666,0.567,0.892
5.715,0.175,0.663,0.564,0.888
5.717,0.174,0.658,0.563,0.883
5.723,0.169,0.653,0.564,0.879
5.724,0.162,0.650,0.572,0.881
5.725,0.154,0.647,0.587,0.887
5.727,0.142,0.643,0.605,0.895
5.729,0.129,0.638,0.625,0.902
5.731,0.115,0.631,0.643,0.908
5.735,0.099,0.625,0.661,0.915
5.740,0.081,0.618,0.681,0.923
5.740,0.062,0.610,0.702,0.932
5.741,0.043,0.603,0.719,0.939
5.744,0.025,0.595,0.732,0.944
5.746,0.006,0.587,0.746,0.950
5.749,-0.012,0.581,0.761,0.957
5.751,-0.027,0.576,0.771,0.963
5.754,-0.041,0.573,0.778,0.967
5.756,-0.053,0.573,0.784,0.973
5.758,-0.061,0.577,0.788,0.979
5.761,-0.061,0.584,0.787,0.982
5.763,-0.057,0.593,0.778,0.980
5.765,-0.049,0.603,0.762,0.973
5.768,-0.036,0.612,0.738,0.960
5.772,-0.021,0.624,0.705,0.942
5.773,-0.008,0.641,0.671,0.928
5.775,0.007,0.656,0.639,0.916
5.777,0.021,0.673,0.615,0.912
5.780,0.034,0.691,0.593,0.911
5.782,0.044,0.706,0.572,0.909
5.785,0.054,0.718,0.552,0.908
5.795,0.060,0.726,0.533,0.903
5.796,0.064,0.732,0.516,0.898
5.796,0.067,0.737,0.502,0.894
5.796,0.066,0.742,0.490,0.892
5.798,0.064,0.745,0.481,0.889
5.799,0.060,0.746,0.474,0.886
5.802,0.053,0.749,0.472,0.886
5.804,0.045,0.748,0.474,0.886
5.806,0.035,0.742,0.480,0.885
5.809,0.026,0.737,0.491,0.886
5.811,0.018,0.733,0.504,0.889
5.814,0.010,0.729,0.518,0.895
5.816,0.004,0.726,0.535,0.902
5.818,-0.001,0.724,0.554,0.912
5.821,-0.006,0.724,0.572,0.923
5.824,-0.010,0.724,0.591,0.935
5.826,-0.012,0.724,0.610,0.947
5.828,-0.014,0.725,0.630,0.960
5.830,-0.015,0.725,0.649,0.973
5.833,-0.015,0.726,0.666,0.985
5.835,-0.015,0.724,0.683,0.995
5.839,-0.014,0.724,0.698,1.005
5.841,-0.015,0.725,0.711,1.016
5.842,-0.016,0.725,0.721,1.022
5.845,-0.017,0.727,0.729,1.029
5.847,-0.018,0.728,0.737,1.036
5.850,-0.020,0.728,0.746,1.043
5.852,-0.020,0.729,0.755,1.050
5.855,-0.019,0.732,0.761,1.056
5.857,-0.014,0.735,0.766,1.061
5.859,-0.008,0.737,0.769,1.065
5.862,-0.003,0.738,0.768,1.065
5.864,0.001,0.739,0.763,1.062
5.866,0.002,0.740,0.755,1.057
5.869,0.005,0.743,0.743,1.051
5.871,0.008,0.749,0.731,1.046
5.875,0.012,0.754,0.718,1.041
5.876,0.016,0.761,0.704,1.037
5.879,0.019,0.766,0.693,1.033
5.881,0.023,0.771,0.684,1.031
5.883,0.028,0.777,0.675,1.030
5.886,0.032,0.782,0.666,1.028
5.888,0.037,0.786,0.659,1.027
5.891,0.043,0.792,0.655,1.028
5.894,0.050,0.798,0.653,1.032
5.896,0.057,0.803,0.651,1.035
5.898,0.063,0.808,0.648,1.037
5.901,0.068,0.812,0.642,1.037
5.906,0.073,0.814,0.637,1.037
5.907,0.076,0.814,0.632,1.033
5.908,0.075,0.815,0.626,1.030
5.910,0.074,0.814,0.625,1.029
5.912,0.074,0.812,0.625,1.028
5.915,0.078,0.811,0.621,1.025
5.917,0.083,0.811,0.615,1.022
5.924,0.085,0.812,0.611,1.020
5.924,0.083,0.812,0.609,1.018
5.925,0.080,0.812,0.611,1.019
5.927,0.078,0.811,0.617,1.022
5.929,0.073,0.808,0.627,1.025
5.931,0.068,0.807,0.639,1.031
5.935,0.062,0.804,0.652,1.036
5.938,0.053,0.800,0.663,1.040
5.940,0.045,0.798,0.668,1.042
5.942,0.037,0.794,0.666,1.037
5.944,0.030,0.790,0.663,1.031
5.946,0.022,0.786,0.657,1.025
5.948,0.018,0.782,0.650,1.017
5.952,0.015,0.780,0.642,1.011
5.955,0.011,0.780,0.635,1.005
5.956,0.009,0.778,0.629,1.001
5.958,0.006,0.776,0.626,0.997
5.961,0.003,0.775,0.623,0.995
5.963,0.002,0.776,0.619,0.993
5.966,0.001,0.775,0.612,0.988
5.968,0.003,0.775,0.606,0.984
5.973,0.007,0.779,0.600,0.983
5.973,0.012,0.783,0.594,0.983
5.976,0.020,0.789,0.589,0.985
5.978,0.028,0.795,0.587,0.989
5.981,0.038,0.803,0.585,0.994
5.983,0.050,0.809,0.583,0.999
5.986,0.061,0.814,0.584,1.003
5.989,0.069,0.819,0.588,1.011
5.991,0.078,0.825,0.594,1.020
5.992,0.087,0.829,0.602,1.028
5.995,0.092,0.830,0.610,1.034
5.998,0.095,0.830,0.618,1.039
6.000,0.097,0.829,0.624,1.042
6.003,0.098,0.828,0.630,1.045
6.006,0.097,0.826,0.633,1.045
6.007,0.095,0.824,0.633,1.044
6.010,0.092,0.824,0.633,1.043
6.012,0.086,0.823,0.634,1.042
6.015,0.079,0.821,0.632,1.040
6.017,0.074,0.820,0.630,1.037
6.019,0.068,0.817,0.630,1.034
6.025,0.063,0.813,0.629,1.030
6.025,0.058,0.808,0.630,1.026
6.027,0.053,0.803,0.633,1.024
6.040,0.046,0.797,0.636,1.021
6.040,0.041,0.791,0.639,1.018
6.040,0.036,0.785,0.644,1.017
6.040,0.029,0.780,0.652,1.017
6.041,0.022,0.774,0.662,1.019
6.041,0.016,0.766,0.675,1.020
6.043,0.008,0.757,0.689,1.023
6.045,0.000,0.749,0.703,1.027
6.048,-0.003,0.743,0.718,1.033
6.051,-0.006,0.737,0.729,1.037
6.053,-0.006,0.734,0.735,1.039
6.057,-0.005,0.734,0.742,1.044
6.058,-0.005,0.736,0.746,1.048
6.060,-0.003,0.738,0.748,1.051
6.062,0.000,0.741,0.749,1.053
6.065,0.003,0.745,0.744,1.053
6.067,0.007,0.748,0.739,1.051
6.070,0.013,0.751,0.730,1.047
6.072,0.018,0.755,0.720,1.043
6.075,0.022,0.758,0.712,1.040
6.077,0.028,0.761,0.706,1.038
6.079,0.033,0.766,0.698,1.037
6.082,0.038,0.773,0.690,1.037
6.084,0.044,0.779,0.684,1.038
6.089,0.050,0.783,0.681,1.039
6.090,0.056,0.787,0.676,1.040
6.091,0.061,0.789,0.670,1.037
6.094,0.065,0.791,0.664,1.035
6.097,0.068,0.794,0.658,1.034
6.099,0.070,0.795,0.659,1.036
6.102,0.075,0.794,0.658,1.034
6.104,0.081,0.792,0.648,1.027
6.106,0.085,0.794,0.635,1.021
6.109,0.086,0.797,0.624,1.016
6.111,0.086,0.801,0.615,1.013
6.113,0.085,0.804,0.606,1.011
6.116,0.082,0.806,0.600,1.008
6.118,0.079,0.809,0.596,1.008
6.125,0.077,0.810,0.596,1.008
6.126,0.072,0.809,0.596,1.007
6.126,0.067,0.806,0.597,1.005
6.129,0.063,0.802,0.602,1.005
6.130,0.059,0.797,0.608,1.004
6.132,0.053,0.793,0.614,1.004
6.135,0.045,0.792,0.622,1.008
6.142,0.034,0.790,0.630,1.011
6.142,0.022,0.787,0.636,1.012
6.143,0.012,0.785,0.642,1.014
6.145,0.004,0.780,0.646,1.013
6.146,-0.000,0.774,0.652,1.012
6.149,-0.003,0.772,0.659,1.015
6.152,-0.005,0.772,0.668,1.021
6.156,-0.007,0.774,0.679,1.029
6.156,-0.008,0.777,0.688,1.038
6.159,-0.009,0.777,0.697,1.044
6.161,-0.009,0.776,0.705,1.048
6.164,-0.008,0.775,0.711,1.051
6.167,-0.006,0.773,0.715,1.053
6.169,-0.004,0.770,0.720,1.054
6.173,-0.003,0.769,0.722,1.055
6.175,-0.003,0.771,0.723,1.056
6.176,-0.004,0.773,0.721,1.057
6.178,-0.004,0.775,0.716,1.055
6.181,-0.004,0.778,0.709,1.053
6.183,-0.002,0.783,0.698,1.049
6.186,0.002,0.788,0.685,1.044
6.189,0.006,0.790,0.672,1.037
6.190,0.009,0.790,0.658,1.028
6.193,0.013,0.792,0.640,1.018
6.195,0.017,0.795,0.623,1.010
6.197,0.021,0.800,0.607,1.004
6.200,0.025,0.807,0.590,1.000
6.203,0.029,0.814,0.573,0.996
6.205,0.032,0.820,0.555,0.991
6.207,0.034,0.826,0.539,0.987
6.209,0.033,0.832,0.527,0.986
6.212,0.037,0.837,0.527,0.990
6.214,0.045,0.842,0.524,0.993
6.217,0.051,0.844,0.507,0.986
6.220,0.049,0.841,0.490,0.975
6.226,0.044,0.840,0.482,0.969
6.226,0.038,0.839,0.481,0.968
6.226,0.033,0.836,0.485,0.967
6.229,0.027,0.832,0.493,0.968
6.231,0.021,0.828,0.505,0.970
6.233,0.018,0.825,0.517,0.974
6.237,0.016,0.819,0.530,0.976
6.242,0.012,0.813,0.543,0.977
6.242,0.007,0.806,0.557,0.980
6.243,0.004,0.801,0.567,0.981
6.245,0.000,0.797,0.576,0.983
6.248,-0.003,0.794,0.585,0.986
6.251,-0.005,0.790,0.594,0.988
6.254,-0.006,0.785,0.604,0.991
6.257,-0.008,0.782,0.608,0.990
6.259,-0.009,0.780,0.608,0.989
6.260,-0.008,0.780,0.605,0.987
6.262,-0.007,0.780,0.603,0.986
6.266,-0.004,0.779,0.600,0.983
6.268,0.001,0.780,0.593,0.979
6.280,0.007,0.782,0.585,0.976
6.280,0.014,0.786,0.574,0.973
6.280,0.021,0.791,0.562,0.970
6.280,0.029,0.795,0.551,0.968
6.280,0.038,0.798,0.542,0.966
6.283,0.047,0.802,0.531,0.963
6.285,0.054,0.807,0.520,0.961
6.287,0.058,0.812,0.510,0.961
6.289,0.065,0.818,0.503,0.963
6.292,0.072,0.825,0.500,0.968
6.295,0.080,0.830,0.496,0.970
6.296,0.087,0.832,0.493,0.971
6.299,0.094,0.836,0.493,0.975
6.303,0.103,0.838,0.492,0.977
6.309,0.112,0.838,0.491,0.978
6.309,0.117,0.840,0.489,0.979
6.309,0.114,0.840,0.486,0.977
6.311,0.110,0.840,0.485,0.976
6.313,0.108,0.839,0.485,0.975
6.316,0.101,0.838,0.486,0.974
6.318,0.087,0.834,0.494,0.973
6.320,0.082,0.830,0.508,0.977
6.333,0.096,0.829,0.516,0.981
6.333,0.119,0.826,0.514,0.980
6.333,0.140,0.819,0.498,0.969
6.334,0.148,0.811,0.476,0.952
6.334,0.143,0.805,0.462,0.939
6.335,0.130,0.804,0.459,0.935
6.339,0.118,0.806,0.463,0.937
6.339,0.113,0.812,0.469,0.945
6.342,0.114,0.823,0.472,0.956
6.344,0.117,0.833,0.479,0.968
6.347,0.119,0.840,0.490,0.980
6.349,0.123,0.844,0.501,0.989
6.352,0.129,0.846,0.510,0.996
6.356,0.135,0.847,0.517,1.002
6.356,0.143,0.846,0.526,1.007
6.358,0.157,0.845,0.536,1.013
6.361,0.171,0.846,0.545,1.021
6.364,0.184,0.846,0.553,1.028
6.366,0.195,0.846,0.557,1.032
6.369,0.202,0.848,0.560,1.036
6.373,0.209,0.852,0.560,1.041
6.373,0.212,0.855,0.559,1.043
6.376,0.214,0.858,0.553,1.043
6.378,0.218,0.867,0.546,1.048
6.380,0.223,0.876,0.540,1.053
6.383,0.230,0.885,0.531,1.057
6.386,0.238,0.897,0.520,1.064
6.389,0.248,0.908,0.510,1.070
6.390,0.257,0.917,0.498,1.075
6.392,0.266,0.927,0.486,1.079
6.396,0.272,0.934,0.474,1.082
6.398,0.276,0.938,0.462,1.082
6.400,0.276,0.941,0.452,1.080
6.403,0.274,0.940,0.445,1.075
6.406,0.268,0.936,0.436,1.067
6.407,0.262,0.932,0.426,1.057
6.410,0.255,0.927,0.418,1.049
6.412,0.246,0.922,0.411,1.039
6.415,0.238,0.916,0.407,1.030
6.418,0.229,0.912,0.405,1.024
6.420,0.221,0.908,0.403,1.018
6.425,0.212,0.902,0.403,1.011
6.426,0.203,0.898,0.402,1.005
6.431,0.197,0.898,0.407,1.005
6.431,0.189,0.897,0.416,1.007
6.431,0.184,0.892,0.423,1.004
6.434,0.180,0.884,0.431,0.999
6.436,0.175,0.874,0.440,0.994
6.439,0.169,0.865,0.449,0.989
6.442,0.163,0.858,0.458,0.986
6.443,0.157,0.852,0.469,0.985
6.446,0.152,0.848,0.481,0.987
6.449,0.152,0.846,0.493,0.991
6.451,0.153,0.846,0.502,0.996
6.453,0.151,0.847,0.506,0.998
6.456,0.150,0.848,0.507,1.000
6.459,0.149,0.849,0.509,1.001
6.460,0.147,0.849,0.509,1.001
6.463,0.145,0.848,0.507,0.998
6.466,0.143,0.845,0.503,0.993
6.468,0.139,0.845,0.498,0.991
6.470,0.138,0.846,0.496,0.991
6.473,0.140,0.846,0.495,0.990
6.475,0.141,0.846,0.491,0.989
6.477,0.141,0.846,0.489,0.988
6.479,0.142,0.848,0.488,0.989
6.483,0.143,0.852,0.488,0.992
6.485,0.147,0.854,0.486,0.994
6.487,0.150,0.855,0.486,0.995
6.490,0.154,0.857,0.490,0.998
6.492,0.158,0.860,0.491,1.003
6.494,0.162,0.864,0.491,1.007
6.496,0.168,0.869,0.488,1.011
6.499,0.173,0.873,0.489,1.015
6.502,0.179,0.876,0.488,1.019
6.504,0.184,0.879,0.487,1.022
6.509,0.186,0.881,0.485,1.023
6.509,0.187,0.885,0.478,1.023
6.523,0.189,0.889,0.470,1.023
6.523,0.191,0.890,0.462,1.021
6.524,0.190,0.892,0.455,1.019
6.524,0.188,0.895,0.449,1.018
6.524,0.183,0.896,0.445,1.017
6.525,0.180,0.895,0.441,1.014
6.532,0.177,0.894,0.438,1.011
6.532,0.171,0.892,0.437,1.008
6.532,0.167,0.889,0.438,1.005
6.532,0.163,0.888,0.439,1.004
6.535,0.160,0.887,0.441,1.003
6.546,0.155,0.883,0.442,0.999
6.546,0.150,0.878,0.443,0.995
6.547,0.145,0.874,0.444,0.990
6.547,0.140,0.869,0.445,0.986
6.547,0.135,0.865,0.443,0.981
6.549,0.129,0.863,0.441,0.978
6.552,0.126,0.862,0.441,0.976
6.557,0.125,0.863,0.441,0.977
6.558,0.123,0.866,0.442,0.980
6.559,0.122,0.868,0.444,0.983
6.561,0.122,0.874,0.447,0.989
6.564,0.125,0.878,0.449,0.994
6.566,0.127,0.880,0.451,0.997
6.569,0.128,0.884,0.453,1.001
6.571,0.130,0.887,0.455,1.005
6.574,0.134,0.891,0.455,1.009
6.577,0.140,0.894,0.455,1.013
6.578,0.143,0.898,0.455,1.017
6.580,0.142,0.901,0.454,1.019
6.583,0.142,0.904,0.453,1.021
6.586,0.140,0.904,0.455,1.022
6.588,0.138,0.902,0.455,1.020
6.590,0.137,0.899,0.456,1.018
6.593,0.134,0.895,0.453,1.012
6.595,0.130,0.893,0.450,1.008
6.598,0.128,0.893,0.449,1.008
6.600,0.127,0.892,0.451,1.007
6.603,0.123,0.888,0.452,1.004
6.607,0.119,0.884,0.451,1.000
6.607,0.115,0.881,0.448,0.995
6.609,0.112,0.879,0.445,0.992
6.612,0.111,0.877,0.440,0.988
6.615,0.111,0.875,0.433,0.983
6.617,0.112,0.874,0.426,0.979
6.620,0.113,0.876,0.421,0.978
6.627,0.115,0.877,0.415,0.977
6.627,0.116,0.877,0.408,0.974
6.627,0.117,0.875,0.401,0.970
6.630,0.116,0.872,0.397,0.965
6.632,0.115,0.869,0.394,0.962
6.634,0.113,0.867,0.391,0.957
6.637,0.113,0.864,0.388,0.954
6.642,0.114,0.861,0.385,0.950
6.642,0.114,0.859,0.383,0.948
6.644,0.113,0.860,0.383,0.949
6.645,0.113,0.863,0.383,0.951
6.648,0.114,0.867,0.382,0.954
6.651,0.114,0.870,0.380,0.956
6.654,0.114,0.873,0.379,0.958
6.657,0.115,0.875,0.379,0.961
6.659,0.119,0.878,0.374,0.962
6.660,0.123,0.878,0.368,0.960
6.662,0.126,0.876,0.364,0.957
6.666,0.131,0.876,0.360,0.956
6.668,0.134,0.877,0.358,0.956
6.670,0.140,0.877,0.358,0.957
6.674,0.150,0.881,0.357,0.962
6.674,0.161,0.885,0.357,0.968
6.677,0.170,0.889,0.362,0.975
6.680,0.177,0.897,0.367,0.985
